,Reviewer Name,Profile Link,Country,Review Count,Review Date,Rating,Review Title,Review Text,Date of Experience
3326,SummerDreaming,/users/60e9b2877a9876001278f596,US,8 reviews,2023-11-20T19:05:07.000Z,Rated 1 out of 5 stars,Two Orders in Four Days ~ Two Late Deliveries,"In 4 days, Amazon has delivered an item in both orders I placed late.  I canceled my Prime Membership for this very reason several years ago - too many late deliveries.  I was offered a free month's trial of Prime again, and unbelievably their delivery service has gotten even worse.  Obviously, I won't be renewing Prime with them when this free trial is over.",20-Nov-23
3327,Kay mistry,/users/5484db8100006400019bc3ff,GB,84 reviews,2023-11-20T16:16:06.000Z,Rated 1 out of 5 stars,Do not buy any heavy appliances from…,"Do not buy any heavy appliances from Amazon l made mistake of buying a washing machine that was faulty, as there 3rd party you have no rights and Amazon have no rights had l ordered direct they would have replaced faulty appliances under my 14day guarantee, but as it was through Amazon l wax left with no washing machine and lost £100 fir installation.",17-Nov-23
3328,Steve Allen,/users/64d0aee6de6c0300125a0c2b,GB,2 reviews,2023-11-20T14:31:03.000Z,Rated 1 out of 5 stars,"worst customer support, they won't let me into my account.","worst customer support.  have my email address and phone number. i cant log in. emails wont arrive. they wont let me use special questions etc as security to log in. they just lazily said, i think you should create a new account. I have a kindle account and have not been able to access it for nearly 2 years. they have not yet offered any kind of support of compensation or anything.",20-Nov-23
3329,Raymond Vincent,/users/607dd04c473f8d0019f21f31,GB,4 reviews,2023-11-20T12:51:35.000Z,Rated 1 out of 5 stars,Be careful when you buy off of amazon,"Be careful when you buy off of amazon. Because the wording when you pay for items, puts you in the line of fire to subscribe to amazon prime without you knowing. This is second time this has happened to me. Only discovered it when I looked in my bank. And on the app its hard to find where to unsubscibe. I think I will stick to ebay you can trust them.",19-Nov-23
3330,Truth,/users/5317404c000064000167484f,GB,39 reviews,2023-11-20T11:45:49.000Z,Rated 1 out of 5 stars,Appalling and poor service by the delivery drivers,"After being a Prime member since onset I cannot understand why the deliveries are now so bad it is laughable ... I have clear and concise delivery instructions, I have a notice on my door to re-iterate this yet time and time again they leave on my items on the door step where they are going missing or down the side of my building or at the back in the pouring rain - damaging the items.. I have contacted Amazon time and time again and still nothing is changing - there is simply 9 times out of 10 no care and it is not only inconveniencing me but must be costing Amazon a fortune and all because the delivery drivers do not follow instructions with regards to deliveries You can't even speak to someone in the UK to discuss it and when you do speak to someone they just read the script that the automated chat gives youWake up Amazon - sort your drivers out !!!",19-Nov-23
3331,L,/users/61340f8c5a504600120defaf,US,4 reviews,2023-11-20T01:25:38.000Z,Rated 1 out of 5 stars,My order was delivered  to wrong…,"My order was delivered  to wrong address.they make you wait 2 days and tell you to search your neighbors properties for the delivery they screwed up.After calling 4x finally got customer service person who assured me they would solve problem and replace order next day.except. you can't actually  talk to the people who are delivering your stuff.Following day, package again delivered  to wrong address, same picture of a house I have never seen.I  call again, they tell me I must wait 48 hrs for package AGAIN.",19-Nov-23
3332,Nanda,/users/639c6ee23d0459001249b97f,GB,4 reviews,2023-11-19T23:02:31.000Z,Rated 1 out of 5 stars,I was supposed to receive 3 parcels…,I was supposed to receive 3 parcels today one of which was a birthday present non of them arrived even though it states that they had been posted through my letter box tried to chat with chat box who advised me that they have completed delivery information and they have not been delivered and to re contact them if I do not receive them by the 22/11/23 this is not the first experience of not receiving my parcels and it is not acceptable,19-Nov-23
3333,Sarah Hitchiner,/users/655a58d6665e3100123b0c53,GB,1 review,2023-11-19T20:50:07.000Z,Rated 1 out of 5 stars,Wrong items delivered,Ordered a £300 watch and they delivered two small tubs of food supplements and a UBS cable.  Customer service unwilling to send replacement or refund until I have inconvenienced myself and returned wrong items and then it will take up to 3 weeks to process.  Shocking,17-Nov-23
3334,Julie Brickley Brickley,/users/61ae2c7db2648000123ead93,GB,11 reviews,2023-11-19T19:50:30.000Z,Rated 1 out of 5 stars,You have to be harsh with amazon customer service  in order  to get what  you want/need,"Unfortunately,  you have to be harsh on the amazon  customer  service  to get what you want/need. If you're  too ""nicey  nicey"", they'll  just  take  an advantage  of you otherwise. It's a shame that you need to give  those amazon  customer services a hard time,  if that's something  you need to do, then it's something  you need to do.",19-Nov-23
3335,Tina Beadle,/users/5800cff30000ff000a4d899d,GB,5 reviews,2023-11-19T18:42:44.000Z,Rated 1 out of 5 stars,Twice delivered to a neighbour (no idea…,Twice delivered to a neighbour (no idea which neighbour!) No calling cars left and no address where parcel was delivered,19-Nov-23
3336,Kaden Sullivan,/users/655a341d25a5fd001167604b,GB,1 review,2023-11-19T18:13:23.000Z,Rated 1 out of 5 stars,"Lost my phone,not giving refund.","received an expensive item that I no longer needed (iPhone 14 pro max) sent the item back and it was received at the warehouse on the 31st october 20 days later I’ve still not received my refund and I have contacted amazon today and they are saying that they scanned the box but don’t know where the item is so that are not willing to give my refund even though I sent it back. So they have clearly lost my item but are not giving my money back. Customer service is horrific,they don’t know what they are talking about and managers are even worse too. Do not buy expensive products from Amazon anymore as they will keep your money even though you have returned the product now I have lost £1250. Horrible company.",19-Nov-23
3337,steve,/users/537b50490000640001748fb6,GB,35 reviews,2023-11-19T17:35:48.000Z,Rated 1 out of 5 stars,Customer service staff lie to you,"Customer service staff lie to you. Promised a refund for something that wasn't delivered. Was told the refund would happen on Saturday. Of course nothing did happen.I've wasted hours trying to get money back from their mistake.Closing my account after I get the refund, I won't use a company where the staff deliberately lie to it's customers.",18-Nov-23
3338,Anthony Dodd,/users/655a0e1225a5fd0011674756,GB,1 review,2023-11-19T15:31:04.000Z,Rated 1 out of 5 stars,SHOCKING CUSTOMER SERVICE AND DELIVERY…,"SHOCKING CUSTOMER SERVICE AND DELIVERY DRIVER I ordered safety trainers for a new job was ment to arrive the next day but Amazon delivery driver said I refused the item,But I was at work,Phoned Amazon 5 different people, 6 hours later I have a refund on gift card so I can could buy a new pair,The same happened again.I rang Amazon to get told to wait until December over 30days for the item to be returned to Amazon and for them to issue a refund,I explained that it was their delivery driver who had cancelled my order yet again,But with no avail,I have spoken to Amazon over the second delivery and have to wait for money to come back SHOCKING CUSTOMER SERVICE",17-Nov-23
